date,underlying_price,option_symbol,option_type,strike,expiry,bid,ask,mid
2025-07-17,625.469970703125,SPY250930C00542000,call,542.0,2025-09-30,88.87,92.27,90.57
2025-07-17,625.469970703125,SPY250930C00543000,call,543.0,2025-09-30,88.05,91.33,89.69
2025-07-17,625.469970703125,SPY250930C00544000,call,544.0,2025-09-30,87.23,90.38,88.805
2025-07-17,625.469970703125,SPY250930C00545000,call,545.0,2025-09-30,86.17,89.44,87.805
2025-07-17,625.469970703125,SPY250930C00546000,call,546.0,2025-09-30,85.37,88.5,86.935
2025-07-17,625.469970703125,SPY250930C00547000,call,547.0,2025-09-30,84.41,87.56,85.985
2025-07-17,625.469970703125,SPY250930C00548000,call,548.0,2025-09-30,0.0,0.0,0.0
2025-07-17,625.469970703125,SPY250930C00549000,call,549.0,2025-09-30,82.41,85.68,84.045
2025-07-17,625.469970703125,SPY250930C00550000,call,550.0,2025-09-30,81.52,84.72,83.12
2025-07-17,625.469970703125,SPY250930C00551000,call,551.0,2025-09-30,80.45,83.78,82.11500000000001
2025-07-17,625.469970703125,SPY250930C00552000,call,552.0,2025-09-30,79.61,82.85,81.22999999999999
2025-07-17,625.469970703125,SPY250930C00553000,call,553.0,2025-09-30,0.0,0.0,0.0
2025-07-17,625.469970703125,SPY250930C00554000,call,554.0,2025-09-30,75.84,79.0,77.42
2025-07-17,625.469970703125,SPY250930C00555000,call,555.0,2025-09-30,78.49,78.92,78.705
2025-07-17,625.469970703125,SPY250930C00556000,call,556.0,2025-09-30,77.37,77.93,77.65
2025-07-17,625.469970703125,SPY250930C00557000,call,557.0,2025-09-30,76.33,76.88,76.60499999999999
2025-07-17,625.469970703125,SPY250930C00558000,call,558.0,2025-09-30,75.59,76.12,75.855
2025-07-17,625.469970703125,SPY250930C00559000,call,559.0,2025-09-30,74.75,75.28,75.015
2025-07-17,625.469970703125,SPY250930C00560000,call,560.0,2025-09-30,73.68,74.16,73.92
2025-07-17,625.469970703125,SPY250930C00561000,call,561.0,2025-09-30,72.88,73.41,73.145
2025-07-17,625.469970703125,SPY250930C00562000,call,562.0,2025-09-30,71.64,72.16,71.9
2025-07-17,625.469970703125,SPY250930C00563000,call,563.0,2025-09-30,71.07,71.59,71.33
2025-07-17,625.469970703125,SPY250930C00564000,call,564.0,2025-09-30,70.04,70.57,70.305
2025-07-17,625.469970703125,SPY250930C00565000,call,565.0,2025-09-30,68.93,69.56,69.245
2025-07-17,625.469970703125,SPY250930C00566000,call,566.0,2025-09-30,68.29,68.81,68.55000000000001
2025-07-17,625.469970703125,SPY250930C00567000,call,567.0,2025-09-30,67.39,67.89,67.64
2025-07-17,625.469970703125,SPY250930C00568000,call,568.0,2025-09-30,66.49,66.99,66.74
2025-07-17,625.469970703125,SPY250930C00569000,call,569.0,2025-09-30,0.0,0.0,0.0
2025-07-17,625.469970703125,SPY250930C00570000,call,570.0,2025-09-30,64.67,65.13,64.9
2025-07-17,625.469970703125,SPY250930C00571000,call,571.0,2025-09-30,63.75,64.27,64.00999999999999
2025-07-17,625.469970703125,SPY250930C00572000,call,572.0,2025-09-30,62.7,63.2,62.95
2025-07-17,625.469970703125,SPY250930C00573000,call,573.0,2025-09-30,61.96,62.45,62.205
2025-07-17,625.469970703125,SPY250930C00574000,call,574.0,2025-09-30,60.83,61.33,61.08
2025-07-17,625.469970703125,SPY250930C00575000,call,575.0,2025-09-30,60.08,60.49,60.285
2025-07-17,625.469970703125,SPY250930C00576000,call,576.0,2025-09-30,59.17,59.65,59.41
2025-07-17,625.469970703125,SPY250930C00577000,call,577.0,2025-09-30,58.27,58.74,58.505
2025-07-17,625.469970703125,SPY250930C00578000,call,578.0,2025-09-30,57.5,57.96,57.730000000000004
2025-07-17,625.469970703125,SPY250930C00579000,call,579.0,2025-09-30,56.49,56.96,56.725
2025-07-17,625.469970703125,SPY250930C00580000,call,580.0,2025-09-30,55.64,56.02,55.83
2025-07-17,625.469970703125,SPY250930C00581000,call,581.0,2025-09-30,54.86,55.29,55.075
2025-07-17,625.469970703125,SPY250930C00582000,call,582.0,2025-09-30,53.96,54.41,54.185
2025-07-17,625.469970703125,SPY250930C00583000,call,583.0,2025-09-30,53.03,53.4,53.215
2025-07-17,625.469970703125,SPY250930C00584000,call,584.0,2025-09-30,52.22,52.64,52.43
2025-07-17,625.469970703125,SPY250930C00585000,call,585.0,2025-09-30,51.17,51.49,51.33
2025-07-17,625.469970703125,SPY250930C00586000,call,586.0,2025-09-30,50.47,50.89,50.68
2025-07-17,625.469970703125,SPY250930C00587000,call,587.0,2025-09-30,49.49,49.91,49.7
2025-07-17,625.469970703125,SPY250930C00588000,call,588.0,2025-09-30,48.72,49.05,48.885
2025-07-17,625.469970703125,SPY250930C00589000,call,589.0,2025-09-30,47.85,48.28,48.065
2025-07-17,625.469970703125,SPY250930C00590000,call,590.0,2025-09-30,46.8,47.27,47.035
2025-07-17,625.469970703125,SPY250930C00591000,call,591.0,2025-09-30,46.06,46.42,46.24
2025-07-17,625.469970703125,SPY250930C00592000,call,592.0,2025-09-30,45.24,45.64,45.44
2025-07-17,625.469970703125,SPY250930C00593000,call,593.0,2025-09-30,44.2,44.6,44.400000000000006
2025-07-17,625.469970703125,SPY250930C00594000,call,594.0,2025-09-30,43.5,43.93,43.715
2025-07-17,625.469970703125,SPY250930C00595000,call,595.0,2025-09-30,42.78,43.13,42.955
2025-07-17,625.469970703125,SPY250930C00596000,call,596.0,2025-09-30,41.94,42.3,42.12
2025-07-17,625.469970703125,SPY250930C00597000,call,597.0,2025-09-30,41.04,41.35,41.195
2025-07-17,625.469970703125,SPY250930C00598000,call,598.0,2025-09-30,40.28,40.61,40.445
2025-07-17,625.469970703125,SPY250930C00599000,call,599.0,2025-09-30,39.36,39.62,39.489999999999995
2025-07-17,625.469970703125,SPY250930C00600000,call,600.0,2025-09-30,38.65,38.94,38.795
2025-07-17,625.469970703125,SPY250930C00601000,call,601.0,2025-09-30,37.8,38.13,37.965
2025-07-17,625.469970703125,SPY250930C00605000,call,605.0,2025-09-30,34.64,34.71,34.675
2025-07-17,625.469970703125,SPY250930C00606000,call,606.0,2025-09-30,33.85,33.92,33.885000000000005
2025-07-17,625.469970703125,SPY250930C00607000,call,607.0,2025-09-30,32.97,33.04,33.004999999999995
2025-07-17,625.469970703125,SPY250930C00608000,call,608.0,2025-09-30,32.2,32.26,32.230000000000004
2025-07-17,625.469970703125,SPY250930C00609000,call,609.0,2025-09-30,31.48,31.54,31.509999999999998
2025-07-17,625.469970703125,SPY250930C00610000,call,610.0,2025-09-30,30.57,30.81,30.689999999999998
2025-07-17,625.469970703125,SPY250930C00611000,call,611.0,2025-09-30,29.9,29.96,29.93
2025-07-17,625.469970703125,SPY250930C00612000,call,612.0,2025-09-30,29.15,29.21,29.18
2025-07-17,625.469970703125,SPY250930C00613000,call,613.0,2025-09-30,28.37,28.43,28.4
2025-07-17,625.469970703125,SPY250930C00614000,call,614.0,2025-09-30,27.59,27.64,27.615000000000002
2025-07-17,625.469970703125,SPY250930C00615000,call,615.0,2025-09-30,26.77,26.82,26.795
2025-07-17,625.469970703125,SPY250930C00616000,call,616.0,2025-09-30,26.13,26.17,26.15
2025-07-17,625.469970703125,SPY250930C00617000,call,617.0,2025-09-30,25.34,25.39,25.365000000000002
2025-07-17,625.469970703125,SPY250930C00618000,call,618.0,2025-09-30,24.56,24.61,24.585
2025-07-17,625.469970703125,SPY250930C00619000,call,619.0,2025-09-30,23.8,24.04,23.92
2025-07-17,625.469970703125,SPY250930C00620000,call,620.0,2025-09-30,23.1,23.14,23.12
2025-07-17,625.469970703125,SPY250930C00621000,call,621.0,2025-09-30,22.41,22.45,22.43
2025-07-17,625.469970703125,SPY250930C00622000,call,622.0,2025-09-30,21.73,21.77,21.75
2025-07-17,625.469970703125,SPY250930C00623000,call,623.0,2025-09-30,21.1,21.13,21.115000000000002
2025-07-17,625.469970703125,SPY250930C00624000,call,624.0,2025-09-30,20.35,20.38,20.365000000000002
2025-07-17,625.469970703125,SPY250930C00625000,call,625.0,2025-09-30,19.73,19.77,19.75
2025-07-17,625.469970703125,SPY250930C00626000,call,626.0,2025-09-30,19.07,19.11,19.09
2025-07-17,625.469970703125,SPY250930C00627000,call,627.0,2025-09-30,18.33,18.53,18.43
2025-07-17,625.469970703125,SPY250930C00628000,call,628.0,2025-09-30,17.72,17.75,17.735
2025-07-17,625.469970703125,SPY250930C00629000,call,629.0,2025-09-30,17.13,17.17,17.15
2025-07-17,625.469970703125,SPY250930C00630000,call,630.0,2025-09-30,16.51,16.55,16.53
2025-07-17,625.469970703125,SPY250930C00631000,call,631.0,2025-09-30,15.92,15.95,15.934999999999999
2025-07-17,625.469970703125,SPY250930C00632000,call,632.0,2025-09-30,15.32,15.35,15.335
2025-07-17,625.469970703125,SPY250930C00633000,call,633.0,2025-09-30,14.64,14.67,14.655000000000001
2025-07-17,625.469970703125,SPY250930C00634000,call,634.0,2025-09-30,14.08,14.12,14.1
2025-07-17,625.469970703125,SPY250930C00635000,call,635.0,2025-09-30,13.51,13.55,13.530000000000001
2025-07-17,625.469970703125,SPY250930C00636000,call,636.0,2025-09-30,13.02,13.06,13.04
2025-07-17,625.469970703125,SPY250930C00637000,call,637.0,2025-09-30,12.47,12.5,12.485
2025-07-17,625.469970703125,SPY250930C00638000,call,638.0,2025-09-30,11.9,11.93,11.915
2025-07-17,625.469970703125,SPY250930C00639000,call,639.0,2025-09-30,11.38,11.53,11.455
2025-07-17,625.469970703125,SPY250930C00640000,call,640.0,2025-09-30,10.94,10.98,10.96
2025-07-17,625.469970703125,SPY250930C00641000,call,641.0,2025-09-30,10.45,10.49,10.469999999999999
2025-07-17,625.469970703125,SPY250930C00642000,call,642.0,2025-09-30,10.0,10.03,10.015
2025-07-17,625.469970703125,SPY250930C00643000,call,643.0,2025-09-30,9.5,9.53,9.515
2025-07-17,625.469970703125,SPY250930C00644000,call,644.0,2025-09-30,9.08,9.11,9.094999999999999
2025-07-17,625.469970703125,SPY250930C00645000,call,645.0,2025-09-30,8.66,8.69,8.675
2025-07-17,625.469970703125,SPY250930C00646000,call,646.0,2025-09-30,8.25,8.28,8.265
2025-07-17,625.469970703125,SPY250930C00647000,call,647.0,2025-09-30,7.81,7.84,7.824999999999999
2025-07-17,625.469970703125,SPY250930C00648000,call,648.0,2025-09-30,7.45,7.48,7.465
2025-07-17,625.469970703125,SPY250930C00649000,call,649.0,2025-09-30,7.01,7.04,7.025
2025-07-17,625.469970703125,SPY250930C00650000,call,650.0,2025-09-30,6.74,6.77,6.755
2025-07-17,625.469970703125,SPY250930C00651000,call,651.0,2025-09-30,6.36,6.39,6.375
2025-07-17,625.469970703125,SPY250930C00652000,call,652.0,2025-09-30,6.05,6.07,6.0600000000000005
2025-07-17,625.469970703125,SPY250930C00653000,call,653.0,2025-09-30,5.76,5.78,5.77
2025-07-17,625.469970703125,SPY250930C00654000,call,654.0,2025-09-30,5.46,5.49,5.475
2025-07-17,625.469970703125,SPY250930C00655000,call,655.0,2025-09-30,5.12,5.19,5.155
2025-07-17,625.469970703125,SPY250930C00656000,call,656.0,2025-09-30,4.89,4.92,4.904999999999999
2025-07-17,625.469970703125,SPY250930C00657000,call,657.0,2025-09-30,4.62,4.64,4.63
2025-07-17,625.469970703125,SPY250930C00658000,call,658.0,2025-09-30,4.35,4.37,4.359999999999999
2025-07-17,625.469970703125,SPY250930C00659000,call,659.0,2025-09-30,4.13,4.15,4.140000000000001
2025-07-17,625.469970703125,SPY250930C00660000,call,660.0,2025-09-30,3.9,3.93,3.915
2025-07-17,625.469970703125,SPY250930C00661000,call,661.0,2025-09-30,3.66,3.68,3.67
2025-07-17,625.469970703125,SPY250930C00662000,call,662.0,2025-09-30,3.45,3.47,3.46
2025-07-17,625.469970703125,SPY250930C00663000,call,663.0,2025-09-30,3.26,3.28,3.2699999999999996
2025-07-17,625.469970703125,SPY250930C00664000,call,664.0,2025-09-30,3.09,3.11,3.0999999999999996
2025-07-17,625.469970703125,SPY250930C00665000,call,665.0,2025-09-30,2.89,2.91,2.9000000000000004
2025-07-17,625.469970703125,SPY250930C00666000,call,666.0,2025-09-30,2.71,2.73,2.7199999999999998
2025-07-17,625.469970703125,SPY250930C00667000,call,667.0,2025-09-30,2.57,2.59,2.58
2025-07-17,625.469970703125,SPY250930C00668000,call,668.0,2025-09-30,2.4,2.42,2.41
2025-07-17,625.469970703125,SPY250930C00669000,call,669.0,2025-09-30,2.26,2.28,2.2699999999999996
2025-07-17,625.469970703125,SPY250930C00670000,call,670.0,2025-09-30,2.11,2.13,2.12
2025-07-17,625.469970703125,SPY250930C00675000,call,675.0,2025-09-30,1.51,1.53,1.52
2025-07-17,625.469970703125,SPY250930C00680000,call,680.0,2025-09-30,1.08,1.09,1.085
2025-07-17,625.469970703125,SPY250930C00685000,call,685.0,2025-09-30,0.75,0.77,0.76
2025-07-17,625.469970703125,SPY250930C00690000,call,690.0,2025-09-30,0.53,0.55,0.54
2025-07-17,625.469970703125,SPY250930C00695000,call,695.0,2025-09-30,0.39,0.4,0.395
2025-07-17,625.469970703125,SPY250930C00700000,call,700.0,2025-09-30,0.28,0.29,0.28500000000000003
2025-07-17,625.469970703125,SPY250930C00705000,call,705.0,2025-09-30,0.2,0.21,0.20500000000000002
2025-07-17,625.469970703125,SPY250930C00710000,call,710.0,2025-09-30,0.15,0.16,0.155
2025-07-17,625.469970703125,SPY250930C00715000,call,715.0,2025-09-30,0.11,0.12,0.11499999999999999
2025-07-17,625.469970703125,SPY250930C00720000,call,720.0,2025-09-30,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250930C00725000,call,725.0,2025-09-30,0.07,0.08,0.07500000000000001
2025-07-17,625.469970703125,SPY250930C00730000,call,730.0,2025-09-30,0.06,0.07,0.065
2025-07-17,625.469970703125,SPY250930C00735000,call,735.0,2025-09-30,0.05,0.06,0.055
2025-07-17,625.469970703125,SPY250930C00740000,call,740.0,2025-09-30,0.04,0.05,0.045
2025-07-17,625.469970703125,SPY250930C00745000,call,745.0,2025-09-30,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250930C00750000,call,750.0,2025-09-30,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250930C00755000,call,755.0,2025-09-30,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250930C00760000,call,760.0,2025-09-30,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250930C00765000,call,765.0,2025-09-30,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250930C00770000,call,770.0,2025-09-30,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250930P00345000,put,345.0,2025-09-30,0.26,0.27,0.265
2025-07-17,625.469970703125,SPY250930P00350000,put,350.0,2025-09-30,0.27,0.28,0.275
2025-07-17,625.469970703125,SPY250930P00355000,put,355.0,2025-09-30,0.28,0.29,0.28500000000000003
2025-07-17,625.469970703125,SPY250930P00360000,put,360.0,2025-09-30,0.3,0.31,0.305
2025-07-17,625.469970703125,SPY250930P00365000,put,365.0,2025-09-30,0.31,0.32,0.315
2025-07-17,625.469970703125,SPY250930P00370000,put,370.0,2025-09-30,0.33,0.34,0.335
2025-07-17,625.469970703125,SPY250930P00375000,put,375.0,2025-09-30,0.35,0.36,0.355
2025-07-17,625.469970703125,SPY250930P00380000,put,380.0,2025-09-30,0.36,0.38,0.37
2025-07-17,625.469970703125,SPY250930P00385000,put,385.0,2025-09-30,0.38,0.4,0.39
2025-07-17,625.469970703125,SPY250930P00390000,put,390.0,2025-09-30,0.41,0.42,0.415
2025-07-17,625.469970703125,SPY250930P00395000,put,395.0,2025-09-30,0.43,0.44,0.435
2025-07-17,625.469970703125,SPY250930P00400000,put,400.0,2025-09-30,0.45,0.46,0.455
2025-07-17,625.469970703125,SPY250930P00405000,put,405.0,2025-09-30,0.48,0.49,0.485
2025-07-17,625.469970703125,SPY250930P00410000,put,410.0,2025-09-30,0.5,0.51,0.505
2025-07-17,625.469970703125,SPY250930P00415000,put,415.0,2025-09-30,0.53,0.54,0.535
2025-07-17,625.469970703125,SPY250930P00420000,put,420.0,2025-09-30,0.55,0.56,0.555
2025-07-17,625.469970703125,SPY250930P00425000,put,425.0,2025-09-30,0.58,0.59,0.585
2025-07-17,625.469970703125,SPY250930P00430000,put,430.0,2025-09-30,0.62,0.63,0.625
2025-07-17,625.469970703125,SPY250930P00435000,put,435.0,2025-09-30,0.64,0.65,0.645
2025-07-17,625.469970703125,SPY250930P00440000,put,440.0,2025-09-30,0.68,0.69,0.685
2025-07-17,625.469970703125,SPY250930P00445000,put,445.0,2025-09-30,0.72,0.73,0.725
2025-07-17,625.469970703125,SPY250930P00450000,put,450.0,2025-09-30,0.76,0.77,0.765
2025-07-17,625.469970703125,SPY250930P00455000,put,455.0,2025-09-30,0.81,0.82,0.815
2025-07-17,625.469970703125,SPY250930P00460000,put,460.0,2025-09-30,0.84,0.85,0.845
2025-07-17,625.469970703125,SPY250930P00465000,put,465.0,2025-09-30,0.9,0.9,0.9
2025-07-17,625.469970703125,SPY250930P00470000,put,470.0,2025-09-30,0.94,0.95,0.945
2025-07-17,625.469970703125,SPY250930P00475000,put,475.0,2025-09-30,1.01,1.02,1.0150000000000001
2025-07-17,625.469970703125,SPY250930P00480000,put,480.0,2025-09-30,1.07,1.08,1.0750000000000002
2025-07-17,625.469970703125,SPY250930P00485000,put,485.0,2025-09-30,1.13,1.14,1.1349999999999998
2025-07-17,625.469970703125,SPY250930P00490000,put,490.0,2025-09-30,1.21,1.22,1.2149999999999999
2025-07-17,625.469970703125,SPY250930P00495000,put,495.0,2025-09-30,1.29,1.3,1.295
2025-07-17,625.469970703125,SPY250930P00500000,put,500.0,2025-09-30,1.38,1.39,1.3849999999999998
2025-07-17,625.469970703125,SPY250930P00505000,put,505.0,2025-09-30,1.49,1.5,1.495
2025-07-17,625.469970703125,SPY250930P00510000,put,510.0,2025-09-30,1.6,1.61,1.605
2025-07-17,625.469970703125,SPY250930P00515000,put,515.0,2025-09-30,1.73,1.74,1.7349999999999999
2025-07-17,625.469970703125,SPY250930P00516000,put,516.0,2025-09-30,1.75,1.76,1.755
2025-07-17,625.469970703125,SPY250930P00517000,put,517.0,2025-09-30,1.77,1.79,1.78
2025-07-17,625.469970703125,SPY250930P00518000,put,518.0,2025-09-30,1.82,1.83,1.8250000000000002
2025-07-17,625.469970703125,SPY250930P00519000,put,519.0,2025-09-30,1.83,1.84,1.835
2025-07-17,625.469970703125,SPY250930P00520000,put,520.0,2025-09-30,1.86,1.88,1.87
2025-07-17,625.469970703125,SPY250930P00521000,put,521.0,2025-09-30,1.89,1.91,1.9
2025-07-17,625.469970703125,SPY250930P00522000,put,522.0,2025-09-30,1.93,1.94,1.935
2025-07-17,625.469970703125,SPY250930P00523000,put,523.0,2025-09-30,1.95,1.97,1.96
2025-07-17,625.469970703125,SPY250930P00524000,put,524.0,2025-09-30,1.99,2.0,1.995
2025-07-17,625.469970703125,SPY250930P00525000,put,525.0,2025-09-30,2.03,2.04,2.035
2025-07-17,625.469970703125,SPY250930P00526000,put,526.0,2025-09-30,2.05,2.07,2.0599999999999996
2025-07-17,625.469970703125,SPY250930P00527000,put,527.0,2025-09-30,2.11,2.12,2.115
2025-07-17,625.469970703125,SPY250930P00528000,put,528.0,2025-09-30,2.13,2.15,2.1399999999999997
2025-07-17,625.469970703125,SPY250930P00529000,put,529.0,2025-09-30,2.18,2.2,2.1900000000000004
2025-07-17,625.469970703125,SPY250930P00530000,put,530.0,2025-09-30,2.22,2.24,2.2300000000000004
2025-07-17,625.469970703125,SPY250930P00531000,put,531.0,2025-09-30,2.24,2.25,2.245
2025-07-17,625.469970703125,SPY250930P00532000,put,532.0,2025-09-30,2.29,2.3,2.295
2025-07-17,625.469970703125,SPY250930P00533000,put,533.0,2025-09-30,2.32,2.33,2.325
2025-07-17,625.469970703125,SPY250930P00534000,put,534.0,2025-09-30,2.35,2.37,2.3600000000000003
2025-07-17,625.469970703125,SPY250930P00535000,put,535.0,2025-09-30,2.43,2.44,2.435
2025-07-17,625.469970703125,SPY250930P00536000,put,536.0,2025-09-30,2.44,2.46,2.45
2025-07-17,625.469970703125,SPY250930P00537000,put,537.0,2025-09-30,2.49,2.51,2.5
2025-07-17,625.469970703125,SPY250930P00538000,put,538.0,2025-09-30,2.53,2.55,2.54
2025-07-17,625.469970703125,SPY250930P00539000,put,539.0,2025-09-30,2.6,2.62,2.6100000000000003
2025-07-17,625.469970703125,SPY250930P00540000,put,540.0,2025-09-30,2.62,2.64,2.63
2025-07-17,625.469970703125,SPY250930P00541000,put,541.0,2025-09-30,2.67,2.69,2.6799999999999997
2025-07-17,625.469970703125,SPY250930P00542000,put,542.0,2025-09-30,2.73,2.75,2.74
2025-07-17,625.469970703125,SPY250930P00543000,put,543.0,2025-09-30,2.8,2.8,2.8
2025-07-17,625.469970703125,SPY250930P00544000,put,544.0,2025-09-30,2.85,2.87,2.8600000000000003
2025-07-17,625.469970703125,SPY250930P00545000,put,545.0,2025-09-30,2.89,2.9,2.895
2025-07-17,625.469970703125,SPY250930P00546000,put,546.0,2025-09-30,2.94,2.95,2.9450000000000003
2025-07-17,625.469970703125,SPY250930P00547000,put,547.0,2025-09-30,3.0,3.02,3.01
2025-07-17,625.469970703125,SPY250930P00548000,put,548.0,2025-09-30,3.05,3.07,3.0599999999999996
2025-07-17,625.469970703125,SPY250930P00549000,put,549.0,2025-09-30,3.11,3.19,3.15
2025-07-17,625.469970703125,SPY250930P00550000,put,550.0,2025-09-30,3.17,3.18,3.175
2025-07-17,625.469970703125,SPY250930P00551000,put,551.0,2025-09-30,3.21,3.23,3.2199999999999998
2025-07-17,625.469970703125,SPY250930P00552000,put,552.0,2025-09-30,3.28,3.29,3.285
2025-07-17,625.469970703125,SPY250930P00553000,put,553.0,2025-09-30,3.35,3.36,3.355
2025-07-17,625.469970703125,SPY250930P00554000,put,554.0,2025-09-30,3.41,3.43,3.42
2025-07-17,625.469970703125,SPY250930P00555000,put,555.0,2025-09-30,3.49,3.51,3.5
2025-07-17,625.469970703125,SPY250930P00556000,put,556.0,2025-09-30,3.53,3.55,3.54
2025-07-17,625.469970703125,SPY250930P00557000,put,557.0,2025-09-30,3.61,3.63,3.62
2025-07-17,625.469970703125,SPY250930P00558000,put,558.0,2025-09-30,3.69,3.71,3.7
2025-07-17,625.469970703125,SPY250930P00559000,put,559.0,2025-09-30,3.77,3.78,3.775
2025-07-17,625.469970703125,SPY250930P00560000,put,560.0,2025-09-30,3.83,3.84,3.835
2025-07-17,625.469970703125,SPY250930P00561000,put,561.0,2025-09-30,3.91,3.93,3.92
2025-07-17,625.469970703125,SPY250930P00562000,put,562.0,2025-09-30,3.98,4.01,3.995
2025-07-17,625.469970703125,SPY250930P00563000,put,563.0,2025-09-30,4.05,4.07,4.0600000000000005
2025-07-17,625.469970703125,SPY250930P00564000,put,564.0,2025-09-30,4.14,4.15,4.145
2025-07-17,625.469970703125,SPY250930P00565000,put,565.0,2025-09-30,4.22,4.23,4.225
2025-07-17,625.469970703125,SPY250930P00566000,put,566.0,2025-09-30,4.32,4.34,4.33
2025-07-17,625.469970703125,SPY250930P00567000,put,567.0,2025-09-30,4.4,4.42,4.41
2025-07-17,625.469970703125,SPY250930P00568000,put,568.0,2025-09-30,4.46,4.48,4.470000000000001
2025-07-17,625.469970703125,SPY250930P00569000,put,569.0,2025-09-30,4.55,4.57,4.5600000000000005
2025-07-17,625.469970703125,SPY250930P00570000,put,570.0,2025-09-30,4.67,4.69,4.68
2025-07-17,625.469970703125,SPY250930P00571000,put,571.0,2025-09-30,4.76,4.78,4.77
2025-07-17,625.469970703125,SPY250930P00572000,put,572.0,2025-09-30,4.83,4.85,4.84
2025-07-17,625.469970703125,SPY250930P00573000,put,573.0,2025-09-30,4.94,4.96,4.95
2025-07-17,625.469970703125,SPY250930P00574000,put,574.0,2025-09-30,5.05,5.07,5.0600000000000005
2025-07-17,625.469970703125,SPY250930P00575000,put,575.0,2025-09-30,5.13,5.16,5.145
2025-07-17,625.469970703125,SPY250930P00576000,put,576.0,2025-09-30,5.23,5.25,5.24
2025-07-17,625.469970703125,SPY250930P00577000,put,577.0,2025-09-30,5.33,5.35,5.34
2025-07-17,625.469970703125,SPY250930P00578000,put,578.0,2025-09-30,5.46,5.48,5.470000000000001
2025-07-17,625.469970703125,SPY250930P00579000,put,579.0,2025-09-30,5.57,5.59,5.58
2025-07-17,625.469970703125,SPY250930P00580000,put,580.0,2025-09-30,5.67,5.69,5.68
2025-07-17,625.469970703125,SPY250930P00581000,put,581.0,2025-09-30,5.78,5.84,5.8100000000000005
2025-07-17,625.469970703125,SPY250930P00582000,put,582.0,2025-09-30,5.92,5.94,5.93
2025-07-17,625.469970703125,SPY250930P00583000,put,583.0,2025-09-30,6.01,6.03,6.02
2025-07-17,625.469970703125,SPY250930P00584000,put,584.0,2025-09-30,6.16,6.19,6.175000000000001
2025-07-17,625.469970703125,SPY250930P00585000,put,585.0,2025-09-30,6.26,6.28,6.27
2025-07-17,625.469970703125,SPY250930P00586000,put,586.0,2025-09-30,6.39,6.42,6.404999999999999
2025-07-17,625.469970703125,SPY250930P00587000,put,587.0,2025-09-30,6.53,6.56,6.545
2025-07-17,625.469970703125,SPY250930P00588000,put,588.0,2025-09-30,6.67,6.7,6.6850000000000005
2025-07-17,625.469970703125,SPY250930P00589000,put,589.0,2025-09-30,6.78,6.8,6.79
2025-07-17,625.469970703125,SPY250930P00590000,put,590.0,2025-09-30,6.92,6.95,6.9350000000000005
2025-07-17,625.469970703125,SPY250930P00591000,put,591.0,2025-09-30,7.08,7.11,7.095000000000001
2025-07-17,625.469970703125,SPY250930P00592000,put,592.0,2025-09-30,7.2,7.23,7.215
2025-07-17,625.469970703125,SPY250930P00593000,put,593.0,2025-09-30,7.34,7.37,7.355
2025-07-17,625.469970703125,SPY250930P00594000,put,594.0,2025-09-30,7.54,7.56,7.55
2025-07-17,625.469970703125,SPY250930P00595000,put,595.0,2025-09-30,7.65,7.67,7.66
2025-07-17,625.469970703125,SPY250930P00596000,put,596.0,2025-09-30,7.79,7.9,7.845000000000001
2025-07-17,625.469970703125,SPY250930P00597000,put,597.0,2025-09-30,8.0,8.02,8.01
2025-07-17,625.469970703125,SPY250930P00598000,put,598.0,2025-09-30,8.14,8.17,8.155000000000001
2025-07-17,625.469970703125,SPY250930P00599000,put,599.0,2025-09-30,8.33,8.36,8.344999999999999
2025-07-17,625.469970703125,SPY250930P00600000,put,600.0,2025-09-30,8.48,8.5,8.49
2025-07-17,625.469970703125,SPY250930P00601000,put,601.0,2025-09-30,8.65,8.68,8.665
2025-07-17,625.469970703125,SPY250930P00605000,put,605.0,2025-09-30,9.44,9.47,9.455
2025-07-17,625.469970703125,SPY250930P00606000,put,606.0,2025-09-30,9.57,9.68,9.625
2025-07-17,625.469970703125,SPY250930P00607000,put,607.0,2025-09-30,9.85,9.87,9.86
2025-07-17,625.469970703125,SPY250930P00608000,put,608.0,2025-09-30,10.0,10.03,10.015
2025-07-17,625.469970703125,SPY250930P00609000,put,609.0,2025-09-30,10.23,10.26,10.245000000000001
2025-07-17,625.469970703125,SPY250930P00610000,put,610.0,2025-09-30,10.44,10.47,10.455
2025-07-17,625.469970703125,SPY250930P00611000,put,611.0,2025-09-30,10.71,10.74,10.725000000000001
2025-07-17,625.469970703125,SPY250930P00612000,put,612.0,2025-09-30,10.9,10.93,10.915
2025-07-17,625.469970703125,SPY250930P00613000,put,613.0,2025-09-30,11.12,11.15,11.135
2025-07-17,625.469970703125,SPY250930P00614000,put,614.0,2025-09-30,11.38,11.41,11.395
2025-07-17,625.469970703125,SPY250930P00615000,put,615.0,2025-09-30,11.65,11.68,11.665
